-7.57,9.5,4.39,0
-1.06,2.37,-18.14,0
-9.77,5.68,17.91,0
-2.36,2.14,-24.32,0
-0.3,7.96,37.32,1
-6.87,1.66,6.63,0
1.96,0.7,4.79,1
-8.33,-4.26,21.21,1
6.68,-3.36,5.55,1
9.97,5.84,-11.47,0
4.5,4.5,2.6,1
-8.15,1.77,21.7,1
3.55,-6.31,-14.04,0
-9.28,-3.06,11.99,0
4.89,-7.38,-39.0,0
1.79,1.99,-3.5,1
-4.48,-0.31,29.42,1
-2.22,-4.52,-2.62,0
-5.17,2.85,21.46,1
-3.12,4.26,10.12,0
-1.91,-7.3,-3.62,1
-9.1,-3.95,20.17,1
-9.55,8.58,12.59,0
1.6,-9.32,-31.77,0
1.79,-4.95,8.41,1
3.59,-9.95,-17.43,1
6.65,2.31,-8.87,0
-6.52,-6.32,8.44,0
-3.81,8.41,-15.71,0
3.9,9.96,-15.0,0
8.84,-0.26,-17.38,0
-3.44,5.89,36.57,1
-3.21,2.71,3.29,0
6.42,8.88,14.48,1
-3.3,-4.36,20.21,1
9.44,-4.24,-15.75,0
1.33,-5.37,37.36,1
4.93,3.73,-9.7,0
-5.03,-1.0,18.25,1
-5.73,-5.73,21.04,1
9.35,-3.4,-17.73,1
-7.21,-6.78,14.43,1
-6.92,2.79,50.52,1
-6.23,7.65,30.8,1
3.06,-6.67,-28.67,0
-9.22,8.05,23.31,0
-0.26,0.42,24.37,1
-2.48,2.5,-1.88,0
0.94,-1.62,27.53,1
2.19,6.89,-16.2,0
-7.38,-6.33,10.54,0
-4.16,7.27,23.66,1
3.53,-5.2,-1.56,1
-8.28,7.36,34.94,1
4.2,6.62,-8.07,0
3.95,5.52,-2.95,1
5.39,-9.45,3.63,1
1.1,1.25,10.38,1
-3.03,5.67,8.82,0
-9.34,-6.17,20.36,0
2.48,0.51,4.56,1
1.08,-2.55,2.52,1
-2.12,6.42,18.5,1
-6.28,-7.38,19.24,1
8.93,4.37,-0.3,1
-6.63,-0.39,16.1,0
2.24,3.14,-0.89,1
-7.62,-8.69,2.18,0
-5.88,-0.79,-3.65,0
-9.6,-4.6,40.0,1
-6.41,-5.29,11.91,0
7.36,7.31,-27.69,0
-5.31,2.79,1.84,0
3.13,4.41,-9.21,0
8.12,4.94,-19.99,0
1.14,9.22,15.83,1
6.67,-2.69,-28.76,0
7.33,7.95,-4.94,1
-1.28,-8.8,-20.52,0
-0.64,-4.49,1.71,1
7.89,5.55,-12.53,0
-8.99,2.63,16.4,0
-4.44,9.13,21.24,1
-7.38,4.96,6.38,0
-3.48,-2.82,3.99,0
-6.7,-4.34,-14.92,0
9.15,6.63,-4.18,1
7.73,2.72,-12.02,0
0.86,2.17,10.9,1
4.13,2.98,-12.14,0
-3.19,0.66,4.56,0
-8.47,-8.43,24.02,1
0.52,-7.74,-21.24,0
-1.34,0.06,-32.89,0
-4.43,7.46,12.01,0
1.3,6.82,22.27,1
-6.98,-9.33,7.89,0
-5.52,5.3,28.56,1
5.39,-7.21,-19.29,0
6.92,6.76,-16.87,0
4.62,-5.81,-2.83,1
6.91,7.35,-2.03,1
-0.67,9.58,24.89,1
0.3,1.69,-12.37,0
1.88,-4.16,-23.3,0
1.32,-2.02,-11.63,0
-6.31,8.07,23.61,1
1.95,4.7,19.53,1
0.38,6.23,22.44,1
9.29,-1.07,-17.63,1
-1.87,4.97,2.0,0
8.82,-6.01,-7.03,1
-4.29,3.77,0.78,0
-1.33,-5.64,-22.08,0
-6.24,1.45,5.78,0
1.3,0.04,0.07,0
5.29,-3.74,-15.67,0
-6.29,7.95,9.73,0
-8.91,2.53,24.26,0
9.25,6.95,-23.99,0
-6.53,1.55,5.46,0
5.38,6.3,-8.27,0
-6.49,-3.2,10.68,0
-6.92,-1.86,32.02,1
-5.55,2.6,43.45,1
4.11,-0.25,7.93,1
4.95,-3.74,-16.21,0
-6.77,1.45,14.58,0
-5.19,-9.06,-19.46,0
-6.11,-0.88,18.53,1
-6.82,6.89,44.32,1
-9.68,-5.34,19.37,0
6.59,-2.63,-0.19,1
0.07,3.74,-10.91,0
-8.36,7.12,27.89,0
-8.06,-2.64,22.36,1
8.08,4.12,-23.21,0
-8.72,-5.12,15.43,1
-5.01,-4.97,8.52,1
-8.07,-1.31,1.84,0
2.02,-9.66,-13.99,0
5.53,9.03,12.28,1
2.85,-3.74,-9.26,1
-2.3,-1.59,2.77,1
5.43,-9.78,-14.32,0
8.61,6.98,-12.45,0
-3.82,0.45,-0.33,0
-6.4,3.85,20.6,0
7.6,1.12,-38.47,0
-8.95,-0.06,27.26,1
3.4,-4.37,13.38,1
-0.41,-8.86,-11.92,0
5.39,-7.51,4.04,1
7.32,-0.92,-22.69,0
6.59,8.74,17.46,1
-8.4,3.22,15.18,0
9.96,-6.17,-34.03,0
-9.87,-4.63,35.64,1
0.5,-9.6,3.06,1
7.19,-1.15,-21.6,0
2.02,3.21,-15.68,0
-7.5,8.84,48.35,1
-4.6,5.59,-2.18,0
6.74,1.11,-21.13,0
-6.78,-9.84,-10.59,0
-1.15,-8.93,18.66,1
1.4,-4.17,10.22,1
8.05,9.79,-18.2,0
7.72,-0.02,-21.37,0
-5.93,2.81,11.47,0
6.2,-8.24,-12.05,1
3.73,0.8,-22.15,0
-8.23,9.32,40.69,1
-9.6,7.87,10.39,0
9.13,-2.42,10.63,1
6.03,8.0,-6.4,0
-6.79,7.98,19.9,0
-7.52,2.17,24.15,1
-2.32,6.29,13.89,0
6.91,-1.36,-28.58,0
3.55,1.56,-5.86,0
-6.05,9.16,47.42,1
0.77,-3.34,16.02,1
-2.24,4.73,19.43,1
0.16,-4.84,15.39,1
-2.74,8.57,14.6,0
5.18,-2.7,11.97,1
-1.82,-1.15,9.18,1
1.16,-3.37,-6.42,0
2.52,2.6,16.34,1
-4.45,0.54,22.21,1
-8.07,3.13,19.25,1
-4.02,-9.01,9.81,1
-8.01,-8.59,8.69,0
4.92,9.43,30.75,0
1.56,2.34,2.27,1
-2.31,-5.69,-10.46,0
9.05,5.22,-1.15,1
-2.68,-10.0,-12.93,0
-0.51,1.11,3.04,0
-8.78,3.55,4.94,0
1.59,-0.65,14.41,1
4.07,-1.64,-0.22,1
3.78,3.16,-17.81,0
-0.96,0.25,-17.99,0
6.56,-6.04,-17.73,0
-5.47,-6.5,-0.61,0
8.51,3.65,-7.85,0
-9.03,7.54,67.43,1
-2.3,7.03,38.28,1
7.6,-6.88,-14.59,1
6.8,-6.59,-21.53,0
4.45,-1.36,-19.88,0
-6.7,-0.15,14.91,1
1.2,-9.69,3.65,1
-1.96,-1.06,-6.34,0
6.26,-9.13,-13.44,1
-3.78,1.27,68.15,1
9.76,-9.36,-0.76,1
7.48,-4.8,-30.97,0
8.69,6.19,34.74,1
-6.76,5.73,23.74,1
9.75,5.89,-8.0,1
-6.53,7.48,20.5,0
2.11,7.16,17.34,1
-7.36,-5.64,13.8,0
8.1,1.46,-8.6,1
7.13,2.13,6.03,1
-7.5,-9.79,8.62,1
-4.9,8.65,17.88,0
-7.06,-7.06,14.2,1
-4.29,-7.09,-5.48,0
4.68,-9.86,-24.65,0
-0.41,-2.42,10.59,1
5.85,9.52,-13.28,0
-9.78,-7.84,11.69,0
1.84,1.05,0.09,1
-2.13,-1.61,-10.81,0
-0.85,9.89,-19.02,0
8.78,1.01,-23.06,0
3.92,-9.95,6.76,1
-5.31,9.95,31.75,1
3.35,-8.96,-3.27,1
7.21,1.05,11.32,1
-6.2,-1.56,1.45,0
-4.89,8.94,46.79,1
6.82,8.63,7.85,1
-4.41,5.0,9.3,0
3.75,-9.81,-8.65,1
2.06,-6.78,-6.7,1
-4.96,3.78,35.87,1
-5.46,7.47,15.71,0
-2.88,6.75,24.89,1
3.1,-8.3,-8.75,1
-5.21,-0.06,19.3,1
-6.14,7.62,34.08,1
8.07,8.47,5.51,1
-3.49,-1.63,7.6,0
6.5,-3.56,-13.29,0
-9.7,8.02,36.28,1
-9.77,5.23,20.42,0
-9.22,-8.07,15.93,1
-9.67,8.12,44.84,1
4.71,-0.81,-19.76,0
7.75,4.57,-31.34,0
-9.15,-1.67,16.18,0
-4.44,5.64,11.22,0
0.83,8.02,1.64,0
7.57,7.57,12.83,1
-9.89,-2.21,35.03,1
9.6,0.27,-41.69,0
4.19,8.01,0.93,1
-4.81,-1.93,1.85,0
-3.72,-3.42,38.79,1
-8.1,-6.79,11.63,0
-1.21,-9.03,3.47,1
-7.61,-4.54,21.24,1
1.59,-3.14,11.11,1
-8.8,6.25,12.93,0
-4.25,-5.14,-4.88,0
-8.36,-3.27,5.33,0
-5.06,1.4,9.28,0
4.85,5.8,4.1,1
-1.13,-3.77,26.95,1
-4.35,-5.3,-0.82,0
1.76,-8.77,6.62,1
-2.02,-9.39,7.04,1
6.59,3.12,-17.12,0
-1.8,-5.02,1.35,1
-4.54,-9.73,-7.83,0
-3.04,1.52,0.59,0
-0.22,9.89,23.98,1
-9.44,-7.05,30.91,1
8.29,-6.59,-5.54,1
-1.59,1.85,22.46,1
6.29,-5.3,-29.08,0
4.29,3.93,-14.52,0
8.36,0.89,-3.06,1
2.2,-9.37,-28.49,0
2.43,4.86,-4.06,0
7.52,-8.98,-3.74,1
5.48,-2.02,-30.33,0
8.77,4.82,4.25,1
1.86,-5.03,-34.88,0
-9.0,8.92,4.23,0
-9.65,-8.18,2.47,0
-9.13,3.18,26.68,1
0.05,-2.08,-23.61,0
0.09,1.35,15.78,1
-2.93,-8.09,2.17,0
-2.75,4.26,23.51,1
-3.27,5.39,3.42,0
8.4,-8.86,-21.99,1
-3.79,2.5,-12.85,0
-7.63,8.47,51.03,1
-9.75,-7.82,-0.52,0
-9.56,5.75,7.52,0
2.95,3.19,-13.47,0
8.6,4.06,-12.02,1
5.27,-5.09,-8.71,1
5.86,3.42,-9.68,1
-3.02,-7.45,-16.68,0
-9.9,8.28,-6.43,0
9.02,-0.29,-20.62,0
8.67,-5.67,-0.1,1
-4.57,7.06,-16.01,0
8.65,2.88,-15.7,0
6.25,2.42,15.04,1
-0.81,5.08,-2.73,0
5.57,-9.97,-5.76,1
-6.85,0.91,17.47,0
-5.85,-1.29,8.36,0
-5.79,9.97,32.32,1
-1.64,8.11,33.96,1
-9.95,9.39,43.74,0
-0.21,-1.39,14.07,1
-8.81,-1.43,10.36,0
0.11,-0.45,-7.33,0
6.24,8.45,-13.05,0
-1.7,-4.25,5.82,0
-4.23,7.5,21.95,1
-0.5,-2.31,9.64,1
5.12,-3.3,-4.2,1
2.56,-4.0,-4.19,0
-4.14,-0.88,-0.26,0
5.0,0.25,-12.48,0
4.48,-4.62,-26.67,0
4.73,-6.17,-13.92,1
8.11,1.67,-5.76,1
2.75,0.58,12.58,1
8.04,2.36,-27.49,0
5.92,-3.59,12.73,1
3.38,2.37,-9.93,0
0.29,-2.56,5.58,1
-1.92,-2.36,-3.65,0
0.78,8.58,12.51,0
7.26,3.72,-6.61,0
-6.84,2.1,19.89,0
-7.0,8.64,45.35,1
6.65,3.16,-0.53,1
-4.29,-6.99,-3.59,0
-4.98,-9.01,2.99,1
1.73,-4.37,-5.25,0
3.54,-0.75,-28.25,0
5.7,-7.58,-24.16,0
-5.46,7.25,17.73,0
-0.71,0.94,9.8,1
-9.81,-9.96,-15.39,0
9.24,-7.23,9.74,1
8.69,-0.12,-2.75,1
0.53,3.75,-9.1,0
-8.21,8.78,57.03,1
2.31,1.42,9.09,1
-5.33,9.0,31.72,1
-2.41,9.46,28.06,1
5.66,8.95,18.21,1
-5.45,-1.28,3.27,0
-2.25,5.04,15.95,1
-9.47,3.58,38.81,1
-6.54,0.8,26.41,1
8.98,0.76,-14.94,1
9.42,-5.65,-35.24,0
-6.78,5.24,33.8,1
3.35,2.1,-3.19,1
8.07,3.75,18.2,1
8.0,-6.11,-61.19,0
-0.35,-5.42,6.87,1
-4.33,7.81,29.21,1
9.88,3.91,-12.3,1
-7.85,-5.89,6.9,0
-0.83,-6.23,-1.4,0
-0.83,5.25,5.66,0
2.19,7.31,4.35,0
5.51,7.2,4.53,1
-6.85,1.73,11.38,0
-9.93,6.86,39.66,1
-4.2,-1.19,16.02,1
4.28,-6.22,-13.3,0
-1.76,4.64,3.82,0
-9.35,8.55,22.09,0
2.95,1.64,-8.84,0
6.26,6.98,-10.12,0
-9.14,3.77,38.58,1
-1.49,3.25,-6.98,0
7.22,0.04,-10.25,1
-5.91,0.47,8.73,0
8.72,8.34,-19.67,0
-8.82,9.3,46.6,1
4.09,4.37,13.67,1
-6.09,7.02,25.37,0
4.95,-6.52,-4.9,1
-3.17,-0.32,7.24,0
-3.68,-1.9,33.89,1
-7.03,9.14,18.99,0
-1.85,8.71,25.63,1
4.37,2.73,-20.48,0
-5.1,-6.44,4.65,1
-5.04,6.59,36.08,1
-5.64,-8.88,20.98,1
9.22,-4.25,-8.56,1
-7.77,0.41,-8.79,0
5.14,-6.6,-25.85,0
-1.59,0.43,21.94,1
-7.64,-1.37,6.86,0
-5.19,9.89,40.34,1
-2.47,4.41,-2.86,0
8.13,4.86,-9.0,0
-8.08,4.05,23.55,0
-3.68,-5.23,15.49,1
-5.98,-3.36,22.79,1
-0.32,0.85,-4.64,0
-2.94,-7.11,12.53,1
8.7,-7.45,-48.79,0
-3.41,-4.07,12.17,1
-7.86,-3.22,42.28,1
-2.58,-8.53,-2.99,0
-0.57,-4.94,22.55,1
2.08,4.52,4.77,1
-6.41,9.94,32.89,1
2.52,1.53,-6.21,0
-7.98,1.47,4.47,0
2.73,-9.28,-28.27,0
9.51,5.12,-20.25,0
6.21,0.28,6.38,1
-7.76,1.71,16.24,0
5.56,8.13,-13.48,0
-3.34,2.11,18.14,1
9.64,-7.49,-19.75,1
-7.06,5.14,41.33,1
5.46,7.87,-13.73,0
-9.41,-8.64,26.91,1
5.8,6.22,-13.55,0
-5.71,-8.39,12.19,1
4.01,-1.44,4.96,1
-1.52,0.66,27.7,1
-7.83,-1.93,7.71,0
9.65,-4.08,-31.99,0
-1.71,-3.14,-6.49,0
-7.31,5.39,11.01,0
2.01,-8.66,-28.59,0
-2.64,-4.91,-6.43,0
4.24,-8.85,-35.48,0
6.32,-1.35,3.42,1
-6.22,-1.49,21.59,1
-5.35,9.06,25.13,0
-4.13,-2.37,4.18,0
-7.07,-1.79,31.7,1
-8.65,-0.51,-2.39,0
8.4,-4.6,-13.26,1
-0.28,2.65,8.95,1
2.73,-2.2,3.97,1
1.97,-5.2,-16.04,0
-0.06,5.51,0.95,0
3.22,0.37,23.1,1
0.95,2.71,-1.72,0
8.42,-6.28,-34.37,0
2.53,7.23,-20.76,0
4.39,-9.38,-21.12,0
0.47,-6.51,-25.21,0
-6.41,9.05,11.08,0
4.17,6.63,-2.19,0
-4.59,7.51,39.28,1
7.39,-4.97,-30.23,0
-5.56,-1.5,-5.05,0
5.55,9.9,27.84,1
8.86,-3.5,-13.94,1
-5.67,0.96,17.76,1
0.51,-1.33,15.29,1
1.9,5.6,11.2,1
4.54,1.24,-7.51,1
8.3,-6.31,-22.79,1
-4.69,4.12,33.34,1
7.29,5.76,9.16,1
-2.59,0.7,11.74,1
-4.78,9.13,8.74,0
7.36,-1.98,-3.57,1
9.54,6.72,-13.13,0
6.92,-2.83,-14.09,1
-3.52,2.14,25.11,1
6.01,-0.98,-26.44,0
5.58,1.84,-4.33,1
-3.38,-1.06,2.21,0
-9.81,-0.23,6.14,0
6.46,-4.43,-9.29,1
-5.6,-2.58,6.05,0
3.15,0.06,9.16,1
-9.07,9.94,45.12,1
7.26,-5.95,-18.45,0
7.38,6.35,-13.18,0
5.25,9.29,11.07,1
0.98,2.56,-10.44,0
-4.33,5.16,24.7,1
4.49,-4.71,-11.34,0
-1.99,0.26,29.17,1
2.26,-4.07,-4.09,1
-8.83,6.82,26.29,0
-3.3,-5.77,16.34,1
-8.41,-9.53,20.14,1
9.01,-6.36,-32.91,0
2.24,-3.58,-10.71,0
-3.9,-9.85,40.86,1
-1.73,-1.5,45.53,1
6.42,1.14,-29.05,0
-4.57,-3.52,9.61,0
3.7,2.82,2.92,1
7.98,2.97,-6.23,1
8.53,-2.64,-25.08,0
-4.75,-3.05,9.26,1
-5.71,-1.76,11.48,0
3.36,-1.17,17.0,1
9.49,-0.22,-25.11,0
6.55,6.18,8.05,1
-2.0,2.77,-11.67,0
-3.95,8.56,-4.14,0
-4.85,-7.31,-7.18,0
-3.68,-7.07,-9.32,0
-1.75,-0.69,5.77,0
-0.9,-5.44,-25.7,0
-6.26,7.6,22.97,0
-3.11,7.21,8.61,0
-2.07,-8.24,16.39,1
9.23,7.59,6.04,1
-5.73,-1.42,23.95,1
1.3,-7.9,26.01,1
9.39,-8.11,-24.61,0
-5.27,-1.81,3.23,0
4.31,-5.01,-24.48,0
1.98,-3.69,-5.39,0
2.13,2.05,9.48,1
-6.21,-5.65,45.43,1
-2.62,-8.21,-24.98,0
-7.63,-0.46,31.02,1
1.89,4.51,-5.87,0
3.0,5.85,3.04,1
1.2,8.44,4.12,0
-4.35,-4.55,-0.27,0
-6.33,8.24,41.27,1
1.9,-4.41,8.13,1
-5.05,-3.56,30.41,1
2.13,5.8,-3.84,0
5.07,0.23,-20.81,0
4.74,-8.29,-15.7,0
-6.21,-8.84,-3.44,0
-6.8,-5.19,38.6,1
4.38,-1.91,-4.61,1
-1.75,4.25,8.18,0
-1.52,2.15,6.7,1
-2.76,8.6,12.24,0
-5.37,7.99,13.58,0
-1.91,-1.08,-42.78,0
-0.71,8.98,21.39,1
1.45,-8.52,7.04,1
-2.63,-9.85,25.69,1
-9.57,7.78,17.45,0
-5.56,-5.37,16.8,1
0.91,-3.29,-18.28,0
-5.53,-8.01,2.19,0
3.75,-7.13,-21.67,0
-4.59,0.45,33.26,1
9.41,2.82,-13.4,0
-4.97,6.83,19.08,0
-0.75,1.49,5.36,0
8.53,2.93,-27.54,0
-3.58,8.2,38.69,1
-1.53,8.52,13.54,1
4.93,3.65,5.4,1
-6.88,2.73,4.78,0
-5.94,-4.82,16.59,1
-7.96,5.06,25.78,0
3.12,6.95,11.98,1
-5.31,3.88,29.4,1
1.67,4.6,-15.69,0
4.66,2.23,-28.04,0
2.52,-4.78,-9.71,0
-1.56,2.57,10.09,1
0.18,-4.33,-12.35,0
-0.45,0.66,5.41,0
-3.76,-2.58,42.25,1
-9.07,2.42,36.08,1
3.84,-1.4,-10.65,0
1.43,6.94,-13.77,0
5.47,6.15,10.81,1
-5.13,3.32,19.69,1
-6.68,5.07,9.49,0
-6.26,-0.06,24.35,1
4.68,8.64,-0.22,0
1.93,-0.38,15.27,1
-1.56,-0.63,9.48,1
3.61,3.15,-8.76,0
-0.31,-3.86,-3.74,0
5.66,0.19,-27.45,0
-0.54,4.62,-4.13,0
7.21,7.69,-22.53,0
-3.53,-8.1,-3.24,0
8.39,-1.59,-3.74,1
6.22,4.19,10.89,1
0.42,-3.36,-5.36,0
0.27,-3.65,-15.63,0
-4.61,-9.45,-10.31,0
-7.32,-3.62,20.26,1
0.83,-9.32,1.31,1
1.12,-9.7,-1.09,1
-3.89,2.47,3.96,0
-9.88,1.55,15.0,0
-4.68,7.77,17.56,0
-4.46,3.75,40.95,1
-9.41,-1.71,31.82,1
-9.62,-6.99,32.13,1
-5.29,-2.4,39.13,1
3.09,-6.22,-12.95,1
5.97,8.85,-29.98,0
0.94,-2.31,-0.3,1
4.61,-9.71,-30.31,0
5.73,-5.99,16.31,1
-4.64,-7.49,14.36,1
2.5,-9.8,-20.56,0
-4.13,-1.78,-17.96,0
-0.65,-2.11,7.3,1
0.93,3.71,8.78,1
-2.85,-2.34,19.55,1
-8.73,-8.4,2.54,0
-2.66,-6.54,0.07,1
5.23,-1.23,-17.19,0
8.49,-7.48,-43.18,0
-9.98,2.73,30.97,1
-0.39,8.85,-2.46,0
-0.37,5.28,9.2,0
-9.66,3.54,34.15,1
5.68,-2.21,1.98,1
6.02,-4.58,-19.44,0
6.25,-5.86,-11.51,1
-8.8,9.91,30.2,0
0.38,-4.16,-5.78,1
2.95,1.22,-18.78,0
-7.94,-1.97,-3.55,0
-0.54,-2.11,-4.67,0
5.85,-8.24,-27.5,0
6.0,-3.78,18.62,1
4.37,1.61,7.37,1
-6.61,-2.55,-2.99,0
6.93,-3.87,-1.11,1
-0.29,3.06,26.89,1
-9.28,-2.69,38.83,1
-4.16,4.42,7.19,0
-5.4,3.84,37.37,1
-6.38,-7.0,3.4,0
-0.44,-5.65,-0.81,1
5.41,-3.11,0.74,1
-7.13,9.07,15.11,0
0.8,9.67,1.85,0
4.76,7.42,-10.55,0
-3.79,-8.79,38.0,1
9.13,2.69,4.08,1
6.45,-3.78,-0.62,1
0.51,-6.69,-28.67,0
-7.85,-5.81,2.74,0
4.66,8.59,-1.97,0
-4.83,-8.25,-10.09,0
1.42,4.6,3.15,1
5.16,-4.02,-32.09,0
-5.53,-5.57,6.24,0
0.77,-8.05,-25.5,0
-4.34,-2.01,18.74,1
1.27,1.94,-25.08,0
7.62,7.2,-8.35,0
8.63,-9.01,-31.35,0
4.95,-7.33,-10.24,1
-3.94,-0.67,0.39,0
6.58,7.33,4.77,1
-9.2,-7.33,32.25,1
-9.33,2.61,31.52,1
-3.29,2.04,14.25,0
-5.58,-4.94,25.3,1
-6.43,-4.17,-29.78,0
-4.0,-3.38,11.5,1
1.94,1.79,28.2,1
3.0,0.91,-19.24,0
-2.77,0.24,20.64,1
2.74,-9.59,-26.97,0
-3.91,1.6,20.6,1
2.79,-8.84,-10.17,1
7.84,-6.48,-26.46,0
-4.25,-9.01,-1.61,0
2.95,4.82,-8.52,0
8.12,-2.13,-32.6,0
-9.71,8.39,26.54,0
7.69,-5.77,-17.31,0
-3.79,2.81,28.25,1
8.61,-4.58,-28.06,0
-5.35,2.34,20.01,1
9.74,4.67,-21.97,0
-9.29,-1.57,7.3,0
-2.64,-5.56,32.71,1
-1.87,0.9,-18.22,0
5.49,8.95,-14.58,0
-5.49,9.7,24.94,0
4.01,9.05,-15.95,0
-6.24,-3.16,-10.1,0
1.28,0.7,28.67,1
-7.78,8.27,31.12,1
5.68,6.62,19.01,1
6.19,9.15,-36.43,0
2.73,3.19,12.56,1
5.76,2.4,7.28,1
-7.83,1.07,6.11,0
5.76,-0.37,-7.01,0
0.41,5.74,16.25,1
-4.93,6.31,44.19,1
3.76,2.99,-8.26,0
-9.12,-2.55,-11.45,0
4.4,3.86,17.52,1
-3.11,2.76,12.81,0
-6.25,7.54,22.01,0
-1.68,0.61,26.41,1
9.23,9.63,-5.61,1
-4.87,-5.53,4.66,0
0.94,0.5,12.35,1
-5.21,-7.86,-17.66,0
1.97,-1.66,8.47,1
4.72,-6.55,-31.19,1
-3.06,3.31,36.46,1
-5.99,-2.8,-6.29,0
4.59,6.44,-7.75,0
1.76,4.71,7.59,1
-7.41,9.03,16.65,0
-8.8,1.29,28.09,1
8.04,-0.44,-28.5,0
2.22,-4.07,-13.1,0
-3.83,-0.63,-4.65,0
2.15,4.48,3.56,1
0.24,3.79,-2.3,0
6.21,0.7,-27.24,1
2.94,2.17,-24.18,0
1.07,-2.74,0.54,1
-0.0,-9.22,-15.65,0
10.0,-9.73,-28.85,0
3.61,-0.75,-6.73,0
-2.04,-3.35,2.36,1
-5.26,-0.96,52.04,1
-5.94,-9.3,22.3,1
5.07,5.11,-15.95,0
-6.14,0.32,-1.27,0
9.69,-0.73,-32.06,0
-8.36,-9.07,25.28,1
-0.01,-2.79,19.62,1
7.89,0.21,-25.19,0
0.02,8.76,0.48,0
3.69,-1.82,-10.06,0
4.38,-5.05,-9.05,0
-0.27,-7.4,-20.09,0
-6.57,8.68,34.12,1
-8.89,-1.47,50.98,1
5.81,-6.47,-33.37,0
-4.35,2.54,33.55,1
-4.44,-4.38,-0.97,0
-3.88,5.82,50.06,1
-9.49,-9.49,28.08,1
6.47,1.98,-4.19,1
3.06,-4.6,-1.17,1
-5.39,3.36,23.36,1
3.89,-3.42,-2.37,1
-7.24,-2.27,19.33,0
-2.29,1.12,18.35,1
-4.33,9.37,8.01,0
1.58,-8.56,-6.22,1
-1.81,5.11,-4.66,0
-3.87,4.17,10.23,0
4.54,3.96,15.97,1
6.02,-3.73,5.83,1
-2.61,8.18,17.03,0
8.53,-0.65,-23.34,0
7.79,-4.61,-9.79,1
-3.18,-5.3,4.6,1
6.27,-2.06,-7.7,1
-3.64,-7.05,11.52,1
0.12,-5.35,17.39,1
9.75,3.6,-11.01,1
-0.87,-8.08,-3.47,1
-1.37,-4.98,8.22,1
7.29,2.36,-11.2,0
-3.72,-6.51,-9.46,0
-0.43,-5.06,-5.26,0
-9.05,-8.35,-12.9,0
-3.51,-6.6,-6.58,0
-2.64,4.21,4.51,0
-7.98,1.42,10.06,0
-9.47,-6.29,23.14,1
3.89,-5.27,1.64,1
5.26,-5.73,2.47,1
5.32,1.77,-4.62,1
9.52,0.09,6.47,1
2.63,3.16,-16.13,0
2.69,5.3,-3.35,0
-4.76,-4.8,19.0,1
-7.33,6.46,12.76,0
1.01,-4.01,-7.27,0
-2.44,6.36,37.4,1
-8.29,-4.81,0.68,0
-6.45,1.31,20.49,1
2.23,4.81,-2.37,0
-0.23,-3.84,-1.93,0
1.87,9.36,6.05,0
-3.31,4.3,22.35,1
-0.43,-6.49,10.67,1
